Date,Time,Latitude,Longitude,Crime_Type,Severity
2022-01-21,06:31:00,31.286312411573935,75.63771363605879,Vandalism,Medium
2022-01-09,22:23:00,31.306742691102265,75.55703475800863,Cybercrime,Medium
2023-12-31,07:01:00,31.30958098012312,75.58488855458668,Theft,Medium
2021-07-12,16:17:00,31.30652862838567,75.57490398489523,Burglary,Medium
2022-06-27,17:45:00,31.34739101087298,75.59554799376716,Theft,High
2021-04-02,21:49:00,31.32104872465809,75.56897035409926,Theft,Low
2023-12-09,09:55:00,31.308756046396642,75.59710834422455,Cybercrime,High
2023-06-19,11:54:00,31.3200033404706,75.59735130686406,Assault,High
2022-08-09,19:18:00,31.31692395002803,75.57405102612023,Theft,Low
2021-03-04,08:56:00,31.31452185387544,75.58993505720159,Assault,Low
2022-11-24,20:22:00,31.262392434059702,75.61948154062726,Assault,Low
2022-08-26,06:27:00,31.310862770525194,75.58219777329442,Assault,High
2021-02-09,14:46:00,31.322028046040185,75.52096956589145,Assault,Low
2023-11-16,07:22:00,31.262505801987647,75.54594895622029,Vandalism,High
2021-12-18,21:38:00,31.307309026069603,75.60542183323732,Vandalism,Low
2023-01-13,06:22:00,31.27649096057875,75.53527299458382,Assault,Medium
2023-11-28,08:18:00,31.296434502592952,75.59090632700845,Assault,High
2023-06-22,16:18:00,31.30882145565007,75.60342209639155,Theft,Low
2021-08-13,17:11:00,31.29688794424364,75.58513546659441,Cybercrime,High
2023-07-24,01:59:00,31.32048415636491,75.55099091908595,Assault,High
2021-12-06,08:07:00,31.303491969531642,75.58694254954618,Burglary,Low
2021-07-28,19:52:00,31.313755143507326,75.58306493838768,Cybercrime,High
2023-10-26,18:36:00,31.34576473509079,75.50032751492331,Cybercrime,Medium
2023-11-25,04:41:00,31.301766991253654,75.52382045735592,Theft,Medium
2023-11-29,04:03:00,31.255085009672623,75.56651387194529,Cybercrime,High
2023-06-03,00:38:00,31.329686664227744,75.57864717731385,Cybercrime,Medium
2023-07-20,10:09:00,31.34356429230521,75.54199010358246,Burglary,Medium
2021-03-21,15:18:00,31.346103182263146,75.60133799699783,Burglary,Low
2021-04-09,21:46:00,31.298403585329265,75.5932819195618,Assault,Low
2023-12-18,07:38:00,31.33625136539048,75.62948616631182,Vandalism,Low
2023-05-15,03:04:00,31.312476894498605,75.5840861811697,Cybercrime,Low
2023-05-07,00:44:00,31.2732973310324,75.5691720986456,Theft,Medium
2021-11-16,20:49:00,31.300926205053226,75.59354560342572,Theft,Low
2022-05-31,08:39:00,31.326029847033436,75.59473055745225,Cybercrime,High
2021-03-15,14:02:00,31.274813530445144,75.58857482420277,Assault,Medium
2021-07-21,08:29:00,31.39373015481702,75.59381470843238,Cybercrime,High
2023-11-30,01:41:00,31.38059792139309,75.51853844884356,Cybercrime,High
2021-03-28,16:25:00,31.312760973663945,75.58078526278143,Cybercrime,High
2021-12-05,19:06:00,31.313742682351528,75.58613284608583,Cybercrime,Medium
2023-08-04,04:25:00,31.266111395883375,75.61217642113564,Burglary,Low
2022-05-29,15:37:00,31.298140637273075,75.57968692538286,Cybercrime,Medium
2023-06-04,16:29:00,31.333214152994866,75.58226276496273,Assault,Medium
2021-08-22,00:09:00,31.366829917200484,75.63633882551451,Assault,High
2022-06-17,14:01:00,31.30492926353502,75.63176790830767,Assault,High
2021-04-30,03:10:00,31.369355335198968,75.52302533348904,Cybercrime,High
2023-12-07,14:54:00,31.254615871144903,75.55687941462602,Cybercrime,Medium
2023-06-01,19:51:00,31.326866076591433,75.5789744548857,Theft,Medium
2021-09-03,00:24:00,31.313765409956545,75.56480338304006,Burglary,High
2023-01-17,00:09:00,31.341739569382394,75.5793726771317,Assault,High
2023-06-23,04:29:00,31.295925123542396,75.64362058769282,Burglary,Low
2022-09-07,05:36:00,31.3010386524423,75.6464912556904,Vandalism,Medium
2023-10-02,00:40:00,31.303533241674643,75.55690950227812,Assault,High
2021-02-28,12:06:00,31.335661285127888,75.51743957361639,Assault,Medium
2023-11-15,14:03:00,31.32106600777779,75.52951187623728,Theft,Medium
2023-05-21,12:37:00,31.306175696043262,75.58674290155412,Burglary,Medium
2021-11-10,04:10:00,31.372612526401973,75.57788760165369,Assault,Medium
2023-05-15,11:25:00,31.318164448820948,75.57684468175822,Burglary,Low
2022-12-03,02:37:00,31.321487582689393,75.57176462724017,Assault,Low
2022-05-26,01:26:00,31.252746527361133,75.60603486269173,Assault,High
2021-08-27,05:16:00,31.253926472524125,75.52930886573559,Cybercrime,Medium
2023-01-27,04:16:00,31.320358024669268,75.5871929911185,Theft,High
2022-05-29,10:31:00,31.329800228088864,75.6217779148796,Burglary,Low
2022-02-23,16:10:00,31.311075405136567,75.58524228391047,Cybercrime,High
2022-10-04,13:12:00,31.35663163411783,75.54882749628764,Cybercrime,Low
2021-10-08,19:47:00,31.369384248454153,75.64467950312034,Cybercrime,Low
2022-04-03,01:15:00,31.308055825015522,75.59252488171967,Assault,Low
2023-08-18,05:56:00,31.28518755332952,75.51091409801923,Vandalism,Medium
2021-03-03,11:32:00,31.358252967179325,75.52639156712635,Burglary,Low
2022-04-19,10:59:00,31.260461305135518,75.63837864322915,Assault,High
2022-08-03,13:36:00,31.337361888748372,75.57258045394707,Theft,Low
2022-05-15,11:42:00,31.323395577695873,75.55437640371018,Burglary,Low
2023-02-23,04:40:00,31.340812403014898,75.57326807354578,Cybercrime,High
2021-04-20,02:19:00,31.306038480006602,75.56816475020642,Assault,Low
2022-07-20,06:41:00,31.34589790559614,75.53787900744588,Assault,Medium
2021-03-31,14:43:00,31.311074983941705,75.5780462441472,Theft,Medium
2022-05-22,23:50:00,31.35388252840099,75.60201599806068,Cybercrime,High
2021-04-25,14:23:00,31.346124763636244,75.58102553653242,Theft,Medium
2022-04-14,11:54:00,31.311042852616207,75.5940148833287,Burglary,Low
2022-10-31,01:42:00,31.250731738730885,75.5202746191254,Theft,High
2022-12-21,13:01:00,31.3391282677933,75.59028745211391,Assault,High
2022-09-30,10:06:00,31.33601309711345,75.60060445405904,Theft,Low
2022-11-20,22:14:00,31.337370340644675,75.57665993091051,Vandalism,Medium
2022-11-12,05:37:00,31.34222242427551,75.57954905364863,Cybercrime,Medium
2023-09-28,14:09:00,31.28703019847344,75.57454290666459,Theft,Low
2022-10-02,08:36:00,31.298607159956553,75.58809416109814,Cybercrime,High
2021-10-15,12:33:00,31.32632926298605,75.58430238401239,Assault,Medium
2021-12-29,04:05:00,31.32819817979587,75.59160885717826,Theft,High
2022-07-17,09:25:00,31.280476013256948,75.51802194543089,Burglary,High
2021-03-24,20:08:00,31.357244182463578,75.53391899390184,Assault,High
2021-09-12,12:41:00,31.318622483838684,75.57278885318514,Assault,High
2021-12-30,13:24:00,31.313642239005578,75.60575161069036,Theft,Low
2021-09-20,02:10:00,31.29968803994008,75.60722916746633,Theft,Medium
2021-03-15,23:56:00,31.321747705334715,75.57523723974943,Cybercrime,Low
2023-05-21,16:04:00,31.307432006315626,75.57714844058265,Vandalism,Medium
2022-08-20,06:30:00,31.350035909774448,75.59205547752909,Assault,High
2023-06-02,02:26:00,31.330990101843295,75.57439370828158,Theft,Low
2022-06-03,04:42:00,31.329468534774197,75.55534450879512,Theft,High
2022-11-24,16:34:00,31.304070562530157,75.59630637278158,Burglary,Low
2021-06-05,08:34:00,31.306689978797657,75.5863718050892,Burglary,Medium
2023-04-24,22:17:00,31.361608819723084,75.60087985786414,Vandalism,Medium
2021-05-01,12:04:00,31.305482367324803,75.59033685752628,Theft,Low
2022-02-11,10:27:00,31.351800402548594,75.5833664767777,Theft,High
2023-08-27,20:37:00,31.340909740539146,75.59610208032821,Burglary,High
2023-10-13,03:43:00,31.368158407368576,75.5982489594938,Assault,Low
2022-11-26,19:32:00,31.303964630292754,75.57607375973905,Assault,Low
2022-03-14,03:45:00,31.347370321720422,75.6099701104802,Vandalism,High
2023-05-17,02:16:00,31.345184078835786,75.5808513705391,Vandalism,Low
2023-10-09,21:31:00,31.329650869514513,75.57548403107229,Burglary,Low
2022-02-05,08:59:00,31.34298898822816,75.59121503791573,Burglary,Medium
2023-05-19,02:42:00,31.312442314178444,75.59520783833148,Theft,High
2022-11-14,11:15:00,31.316713954666877,75.57307933035906,Theft,Medium
2023-08-26,16:29:00,31.275929386540092,75.64959238274606,Burglary,High
2021-03-31,01:25:00,31.3426183632413,75.52670925500027,Vandalism,Low
2022-05-18,08:55:00,31.313826214661916,75.58424427978399,Vandalism,Low
2023-05-01,00:43:00,31.316716830212624,75.57515114218981,Theft,Medium
2022-02-13,23:50:00,31.284032751933534,75.63192019663522,Burglary,Low
2023-04-14,18:57:00,31.28960831365206,75.59707801849979,Vandalism,Low
2021-09-14,01:01:00,31.29968427341083,75.59630689484183,Theft,Low
2022-06-21,12:47:00,31.31814929675739,75.58726362001282,Burglary,High
2023-06-04,05:59:00,31.35914460532669,75.60252930106566,Assault,Low
2022-04-16,18:36:00,31.320656663984543,75.52467117869912,Burglary,High
2021-01-22,03:33:00,31.339929126132144,75.5915517338517,Burglary,Medium
2021-03-20,09:56:00,31.372005504627413,75.58218000000937,Assault,Low
2023-12-20,11:16:00,31.366704055241136,75.5520103157139,Theft,Low
2023-06-08,04:01:00,31.346357308128493,75.6484140522552,Cybercrime,High
2022-06-21,05:55:00,31.359814283506314,75.5533542167889,Cybercrime,High
2022-12-05,21:26:00,31.313469993761395,75.64114429509326,Vandalism,Low
2021-12-15,19:42:00,31.344371356098957,75.58584030391893,Theft,Low
2021-07-29,15:29:00,31.34147683150184,75.58255438122242,Cybercrime,High
2023-12-26,08:30:00,31.321983496032352,75.55891582800649,Theft,Low
2023-11-29,18:43:00,31.334951041005755,75.56178983554322,Theft,Low
2021-08-20,05:40:00,31.349461230623167,75.59759917778935,Cybercrime,High
2022-09-10,19:50:00,31.315065946273666,75.60535767708568,Burglary,Medium
2021-02-28,00:27:00,31.363753521823465,75.50792450163746,Burglary,High
2022-06-04,19:19:00,31.266544590516023,75.5012787802713,Cybercrime,High
2021-06-03,08:16:00,31.315640173187347,75.58914705555009,Burglary,High
2023-02-11,02:01:00,31.356356764019107,75.56297299304681,Burglary,High
2022-01-26,20:03:00,31.328512883793522,75.55729343885278,Cybercrime,High
2023-08-09,01:42:00,31.375211423325315,75.62676877221863,Theft,High
2022-04-05,22:02:00,31.338781618595213,75.5730061415351,Cybercrime,Medium
2023-04-30,02:50:00,31.338552485220674,75.59603004195391,Assault,Medium
2023-09-07,12:42:00,31.327484837574666,75.58624396089114,Cybercrime,Medium
2023-01-22,21:54:00,31.334197295727172,75.51113607668978,Cybercrime,Medium
2021-10-03,11:18:00,31.378454385131935,75.6488217954853,Theft,Low
2022-04-24,21:01:00,31.30657707467541,75.60123234944699,Assault,Medium
2022-11-11,17:57:00,31.328284543745717,75.52628530542005,Cybercrime,Medium
2021-09-02,10:36:00,31.29478246705157,75.62591120039956,Theft,High
2022-12-22,10:25:00,31.374839735221094,75.54727875315788,Assault,Low
2022-06-08,06:20:00,31.329028405454455,75.57257374877388,Cybercrime,Medium
2023-05-19,19:24:00,31.316718937538827,75.59221982814253,Burglary,Medium
2023-04-05,20:45:00,31.284996680276972,75.55878861684407,Cybercrime,Medium
2023-03-31,13:09:00,31.340995804052074,75.58993914906375,Cybercrime,High
2021-04-15,08:47:00,31.392010829799013,75.54039023513563,Theft,Low
2022-03-15,23:47:00,31.368471985436017,75.59567712244967,Vandalism,Medium
2023-02-01,10:04:00,31.316334991807782,75.57286231532008,Cybercrime,Medium
2023-07-30,22:40:00,31.305943813136498,75.5837780209308,Theft,High
2021-11-06,21:47:00,31.307789735584965,75.55438855051389,Assault,Medium
2021-09-21,12:55:00,31.33037983248687,75.58720478484545,Burglary,Low
2021-11-05,14:57:00,31.328320778847846,75.57321430460011,Theft,High
2023-04-01,18:33:00,31.329357635944756,75.57531935164803,Vandalism,Low
2022-11-27,08:28:00,31.369856627004047,75.59375342528607,Cybercrime,Medium
2022-10-18,14:19:00,31.290685837427482,75.5367752423066,Vandalism,Low
2021-04-27,14:06:00,31.35726833938445,75.57884248360831,Burglary,Low
2022-12-09,17:14:00,31.332669679317593,75.58504678462485,Cybercrime,Medium
2022-03-08,05:28:00,31.32438341451056,75.60961239940868,Burglary,Low
2022-02-23,11:05:00,31.340888330025084,75.5739318309318,Burglary,Medium
2022-05-17,17:57:00,31.377059372488684,75.55115157837093,Theft,Medium
2022-04-16,06:42:00,31.30401075556098,75.62960005534863,Burglary,Low
2021-03-26,19:29:00,31.326088136372555,75.56796607885474,Cybercrime,High
2021-12-09,20:41:00,31.349830636834675,75.58521233442846,Vandalism,Medium
2022-09-18,03:51:00,31.306681728764143,75.58673484387488,Cybercrime,Medium
2023-08-07,08:03:00,31.31960093675134,75.5802644029909,Theft,Medium
2022-05-11,11:52:00,31.338593248532334,75.5754960746381,Assault,Medium
2022-03-21,08:06:00,31.345624091747464,75.59286158169205,Cybercrime,Medium
2023-11-14,14:53:00,31.362348913301552,75.61138861336649,Vandalism,Low
2023-12-04,10:10:00,31.257328659475547,75.64437901832792,Vandalism,High
2023-02-13,05:05:00,31.317867499185237,75.5952554174652,Cybercrime,High
2021-07-12,04:20:00,31.321950011674094,75.57469446563266,Cybercrime,Medium
2021-02-28,15:04:00,31.35078346324349,75.55009588578694,Cybercrime,Medium
2022-01-28,05:57:00,31.315454913435996,75.58125823827375,Vandalism,Low
2022-09-14,11:37:00,31.340350032238206,75.5905947709336,Cybercrime,Medium
2023-03-26,15:50:00,31.3229796361545,75.58130473224148,Vandalism,Low
2021-12-10,21:09:00,31.379265092024298,75.5261686162451,Theft,Low
2023-04-13,07:59:00,31.363521188505405,75.62726535946278,Vandalism,Medium
2022-01-28,15:40:00,31.332481634353393,75.6072587167144,Vandalism,High
2022-12-27,01:55:00,31.307773139359327,75.58352199809465,Burglary,Low
2023-07-04,21:24:00,31.282178464133786,75.50082012483377,Cybercrime,Medium
2023-11-15,05:25:00,31.251058466579675,75.56353702265844,Burglary,Medium
2021-09-29,01:21:00,31.315202996257003,75.60251094264834,Cybercrime,Medium
2021-11-02,11:16:00,31.32066438511824,75.57505365539107,Vandalism,Low
2023-09-10,00:08:00,31.317373156268527,75.53503883221383,Theft,Low
2023-02-08,14:44:00,31.331148994688313,75.62672061210868,Assault,Low
2023-03-08,04:56:00,31.329419393808557,75.57534293090761,Cybercrime,Low
2022-10-26,12:41:00,31.320967932561036,75.59035012638967,Assault,High
2021-09-27,12:10:00,31.330482511359374,75.59805084551385,Burglary,High
2021-02-21,08:19:00,31.334551680904532,75.58820398714985,Assault,High
2021-01-30,11:37:00,31.369609983172918,75.64675610675933,Cybercrime,High
2023-12-18,19:53:00,31.319808395079253,75.59101165208017,Vandalism,Low
2022-10-03,12:33:00,31.34229922272068,75.58392725880766,Vandalism,Low
2023-04-27,00:13:00,31.31451876603462,75.5970333890789,Theft,Medium
2023-04-21,06:39:00,31.394059224232468,75.50047834159732,Theft,Medium
2021-04-22,10:19:00,31.281147271482062,75.5475018681349,Cybercrime,Medium
2021-11-18,09:32:00,31.318348324626424,75.59075642752114,Assault,Medium
2021-08-17,22:57:00,31.338397674577067,75.56583835705815,Assault,Medium
2021-04-22,05:04:00,31.325611473506953,75.56965086123746,Burglary,Low
2022-11-30,07:26:00,31.328341147471036,75.59537607029459,Burglary,Low
2023-11-18,23:56:00,31.336430507515676,75.59434769135848,Burglary,Medium
2023-02-09,20:11:00,31.261627367893563,75.60470605976442,Burglary,High
2021-03-25,10:12:00,31.355505509027513,75.59263489690088,Vandalism,High
2023-12-01,06:16:00,31.366856040639775,75.64950397960786,Burglary,Low
2023-04-09,06:09:00,31.278590074636647,75.59509408904901,Assault,High
2021-01-14,00:50:00,31.30635103658804,75.57793328393824,Assault,Medium
2021-06-29,01:50:00,31.26651626023156,75.51198268412504,Vandalism,Low
2021-04-27,08:40:00,31.306339256744714,75.58330040169706,Cybercrime,Medium
2022-11-15,19:53:00,31.292091299079694,75.58803591916413,Theft,Low
2021-12-25,12:22:00,31.341188113569707,75.58910374423391,Assault,Medium
2021-07-20,23:50:00,31.290600233273697,75.59888457983472,Burglary,High
2021-07-11,09:42:00,31.337780127719228,75.58686126948778,Assault,High
2021-01-07,11:49:00,31.369711605534235,75.57041175499101,Burglary,Low
2021-01-29,08:28:00,31.3195695355644,75.57676195225432,Burglary,Low
2023-03-04,23:56:00,31.271019886931178,75.6004096067329,Theft,Medium
2021-03-06,13:53:00,31.312651318279052,75.60288151327426,Assault,High
2022-11-01,03:01:00,31.361685957920646,75.52026888215283,Cybercrime,High
2021-01-26,22:43:00,31.39196537698053,75.5893988744115,Assault,Low
2023-02-20,00:08:00,31.31973491506277,75.59329656462194,Assault,Low
2021-05-28,18:48:00,31.322210702059618,75.58064943632125,Vandalism,High
2023-09-12,16:30:00,31.388021664056396,75.57747936480008,Theft,Low
2023-02-02,01:48:00,31.327959651750906,75.5873196861384,Theft,High
2022-02-14,02:32:00,31.2767978291879,75.61218176462053,Assault,Low
2023-04-11,14:54:00,31.328420316156237,75.61219040552132,Assault,Low
2021-10-27,10:26:00,31.275579173747023,75.64276325977335,Cybercrime,High
2023-04-21,07:58:00,31.37706960477341,75.5085487924248,Burglary,Medium
2021-01-18,21:48:00,31.294156137569765,75.57706365493027,Cybercrime,Low
2021-11-07,22:01:00,31.33559649671772,75.5735900762636,Burglary,High
2021-10-02,08:43:00,31.363227254829955,75.57955979423257,Theft,Low
2023-08-19,15:06:00,31.307506605832472,75.5021379297524,Cybercrime,Medium
2021-03-09,07:26:00,31.38671114156773,75.61776576528635,Assault,Medium
2023-04-05,05:32:00,31.34000307160545,75.5873257566305,Assault,High
2022-05-26,20:28:00,31.263916444920813,75.56746913029069,Vandalism,Low
2021-02-16,09:18:00,31.31630574058086,75.59823076094966,Vandalism,Medium
2023-04-25,15:32:00,31.38086695091609,75.51209534687627,Vandalism,High
2021-11-29,09:07:00,31.350064706998477,75.59398790464515,Cybercrime,High
2022-05-25,17:19:00,31.314068711786202,75.56563978406233,Vandalism,Low
2023-07-06,00:45:00,31.33444923646697,75.57901025331874,Assault,Low
2022-12-12,09:42:00,31.289641929579094,75.58652779296993,Burglary,Medium
2022-12-20,16:56:00,31.34771066233878,75.56071979079316,Theft,Low
2021-05-23,10:19:00,31.35728251992746,75.59719199241627,Cybercrime,Medium
2021-05-30,20:02:00,31.276272321378578,75.57061538405952,Burglary,Low
2021-12-23,06:51:00,31.29900227085805,75.55718722160252,Vandalism,Low
2022-12-07,01:23:00,31.335778525016796,75.57617944774228,Assault,Medium
2023-06-03,12:53:00,31.338198949384235,75.53892389491565,Vandalism,Medium
2023-06-25,04:25:00,31.278416519281166,75.58363497151814,Theft,Medium
2022-02-24,05:41:00,31.3370460009993,75.57236875220615,Vandalism,Low
2021-04-26,05:03:00,31.323707328214493,75.58187914376953,Burglary,High
2022-06-30,15:51:00,31.349469323867204,75.58498898393862,Vandalism,Low
2023-10-02,12:05:00,31.32455813310031,75.58369491267304,Vandalism,Low
2023-03-13,09:55:00,31.32424978798606,75.57988045652958,Burglary,High
2022-09-20,03:54:00,31.296137988202343,75.5061062923861,Burglary,High
2021-06-27,20:33:00,31.34585763696203,75.62788063729693,Burglary,Low
2021-04-16,16:29:00,31.39967912888291,75.5958402720296,Theft,Medium
2022-05-09,18:35:00,31.335997597366994,75.57651312811873,Vandalism,High
2023-02-13,10:29:00,31.253201956476403,75.59064282640006,Cybercrime,Medium
2022-05-26,09:47:00,31.35189575097855,75.58857654714635,Burglary,High
2023-09-28,08:06:00,31.27042902714783,75.52515571670808,Assault,High
2022-10-01,11:53:00,31.30322708361599,75.58317207844169,Assault,Medium
2022-01-22,00:13:00,31.35786003421802,75.56618531988038,Cybercrime,High
2021-08-10,22:34:00,31.317446297600235,75.56974797971479,Assault,Medium
2021-11-10,09:57:00,31.34828209493664,75.59595270744222,Burglary,Low
2022-04-13,16:57:00,31.344107233936327,75.58471034932954,Assault,High
2021-10-29,03:06:00,31.38653215279646,75.56549700088516,Assault,Medium
2023-07-21,15:01:00,31.374898311838788,75.55737514244149,Assault,Medium
2022-08-01,00:46:00,31.39843709957553,75.54869266762012,Cybercrime,High
2023-04-29,18:51:00,31.34649953753086,75.59592882531093,Assault,Medium
2022-01-30,16:58:00,31.30139220647288,75.5806746464267,Theft,Low
2023-12-02,10:13:00,31.323210915212996,75.59061186011174,Vandalism,Medium
2022-02-17,15:18:00,31.342911577081466,75.57760526451656,Vandalism,Low
2021-01-05,08:45:00,31.34325962709519,75.59275465604466,Burglary,Low
2022-06-24,14:45:00,31.32656565294466,75.58117074442283,Burglary,Medium
2021-07-17,16:07:00,31.31866941246352,75.58987115441212,Theft,Medium
2022-10-07,06:56:00,31.350019592562642,75.63063494135667,Assault,High
2022-11-03,19:14:00,31.344885411779696,75.58874036906185,Assault,High
2023-09-15,16:32:00,31.372968788493736,75.59423593982133,Theft,Low
2021-10-26,07:49:00,31.31302170121549,75.58232793754136,Assault,Low
2021-10-06,17:37:00,31.325072460144302,75.58259484677703,Theft,Medium
2021-09-27,20:30:00,31.318756403465528,75.54572970955198,Burglary,Low
2023-03-26,04:42:00,31.38717012713215,75.5899367793789,Cybercrime,Low
2023-06-21,16:23:00,31.36522419103672,75.58489532129549,Vandalism,Medium
2021-02-14,06:08:00,31.293784727549575,75.51742433076834,Assault,High
2021-08-11,07:07:00,31.314310289038808,75.57470759452666,Burglary,Medium
2023-10-05,01:55:00,31.38411866989298,75.58494558371459,Vandalism,Medium
2022-03-21,14:06:00,31.3356423702611,75.5754647445938,Assault,Low
2023-07-09,02:03:00,31.385129062924072,75.5813858418509,Vandalism,Low
2023-10-02,15:19:00,31.31588169909576,75.56760358431974,Theft,Low
2022-01-31,16:07:00,31.36241813020421,75.59151331735154,Vandalism,Low
2022-03-11,00:23:00,31.316247421279687,75.57519624895394,Theft,Medium
2022-01-19,00:56:00,31.321992898790988,75.57936853644323,Assault,Low
2021-05-16,16:50:00,31.38617766057346,75.63060292801879,Cybercrime,Low
2021-11-03,04:09:00,31.30715798593336,75.58582048068146,Assault,High
2022-02-04,11:59:00,31.352374816039703,75.52016273384557,Burglary,Low
2021-01-08,02:47:00,31.31312632104089,75.56333103173107,Assault,Low
2022-09-18,01:31:00,31.337661857120427,75.57907933921125,Vandalism,Low
2021-11-17,20:56:00,31.319187988178513,75.59207227720364,Cybercrime,High
2021-03-08,23:32:00,31.321501909766162,75.58271960616231,Assault,High
2023-12-27,17:16:00,31.27370958869949,75.52911467912787,Burglary,Medium
2021-03-24,16:42:00,31.328515954829943,75.58512685492502,Vandalism,Low
2022-05-02,19:59:00,31.338315766009163,75.58665990009521,Burglary,Low
2021-04-29,04:32:00,31.325275772319923,75.57568867372959,Vandalism,Low
2021-10-13,22:06:00,31.33202362420604,75.57407342460823,Cybercrime,Medium
2023-12-17,10:58:00,31.35339372981796,75.57780008729215,Burglary,Low
2021-03-07,03:10:00,31.296350796490657,75.5776979893727,Vandalism,Low
2023-09-20,22:40:00,31.330208261736644,75.56371368571104,Theft,Low
2023-04-06,16:43:00,31.33713099802518,75.5819700078041,Cybercrime,Low
2023-10-22,08:32:00,31.337560003232227,75.59533390964381,Assault,Low
2021-05-04,00:06:00,31.35186471662085,75.57680599046839,Vandalism,Medium
2022-10-12,18:36:00,31.32050906611521,75.57771994723528,Vandalism,High
